price_vnd,sim_number 
3786740,763755758
1045372,357481088
2432261,918048252
1729731,989052244
1045372,353480388
3377202,945878778
15037908,858060060
2173426,365777268
7637001,782827666
2160888,944708683
4159134,927609686
6580540,857806886
8084838,852139666
3128903,879488681
886285,335204588
4684057,862281168
1160446,326417586
2006145,865062488
1703797,353115229
2890647,909746285
4588952,916189903
2109015,563532001
878185,343150876
13266397,928955678
5305563,979246000
6362581,398791998
821805,346061218
27537568,362079079
132251190,931369357
4709233,939398635
3566276,966252786
2169808,918541106
9984400,969696163
4022528,963283628
3451694,705907765
8899030,838222200
2263789,567132668
4363176,971537755
3608595,965799060
1917753,868240686
5455870,909196984
1202466,334844467
1816066,977540601
3944004,902305993
4448029,775686636
8518053,931231555
1201214,326577742
2140580,947935070
152214286,869386386
966091,342134953
10746449,842389678
3838043,764911555
965636,877992241
1880387,335830539
8150520,866239678
3009940,886706214
939395,359014966
8020422,902919889
5447808,832666369
6314072,922687679
24914691,989789868
3953559,936185216
1661555,369206906
52437772,826889888
4658123,916081995
1108555,343356186
33575990,946666643
16253360,825707707
2251578,763023923
1515737,877149977
2488130,947699631
2313351,949089311
1711787,335922839
2847624,568071779
22383104,343332332
16828543,783774444
4112820,762667662
105888024,762289999
2527344,705297711
2300939,326691866
1794457,981460746
4913830,935886186
1574972,879286269
2864518,523832002
961999,327732488
4023300,905155120
2188350,948423786
5079022,927532006
1735631,984064876
3954768,909110856
3897680,918411996
1507949,336150775
1486030,379711221
3168091,763106070
5615921,868799368
1081188,344514439
4445833,937211233
10457901,898909991
2824722,777678437
4445964,936130183
14367057,399130000
11999123,797226888
4039747,828009596
11273099,924989196
2622060,702792692
884836,362894079
3402764,982559930
883831,376040781
4634830,979823179
2385181,367021961
8694444,824399998
3275051,981665092
2218995,915449900
2750573,963452024
2376813,325226626
1767109,343191974
2070061,974376866
8990235,798888532
2685528,904750543
1423861,329310003
3408932,886485562
2497210,339086568
3275051,975520268
4145845,987278931
6839395,767134999
3944004,898325507
10314256,822139666
3974213,909263881
2929867,866384784
4598786,936697577
3239419,797051191
5698302,919318689
2185265,947966294
2731183,768986123
1184231,326160680
8211955,789888701
38719750,764488488
882194,879403322
10872409,859034678
6211707,375686777
1566982,879612712
2513302,903084646
4486387,971967096
1711005,877993009
3887721,911201688
4414827,705507879
2861431,373051996
3223919,921423324
5084508,971955679
113655547,988888266
2288502,375298922
13449819,985867898
5332024,919464989
2098909,971922346
974710,328784766
2838777,937923486
2284821,763011822
5227279,818731368
2797859,879287858
1316719,384976399
2025430,916042142
5370306,901388379
2726651,337139668
2072830,708143149
1001077,334306179
2961885,398982012
484067308,905058888
2768814,909348626
7579733,896899090
2104561,989679748
4412585,987052020
4234123,939892186
4177565,973893219
58658280,792206666
1184231,336130266
1208847,327557468
3591771,363537667
13096163,825333330
966091,332324188
9281663,962959678
4665602,983582015
17303961,889898589
2218698,795333184
3047655,899515184
883831,343070566
1752229,984297467
823669,328040482
1841819,989080416
6472743,763919399
4354721,921651221
1002240,329362442
2265442,945982061
4445964,936693036
4010560,913329031
205269231,867909999
1867028,981241194
64989682,829866866
2088357,783420520
4082791,867773392
1648417,352573979
2334948,763638438
2078768,763665234
804054,343220739
2956816,763518018
2272599,947418167
4079353,898027171
1091049,333154669
9796054,866606006
9320071,908999596
827780,327130904
932215,357241499
1898970,336010191
6640116,799787222
6541407,855682288
1083000,344184686
3881343,866926918
4169974,931563168
4846569,359299139
4400316,924210777
803923,342850539
3648461,879879737
901939,335471279
13330789,859438999
45241886,937141414
11327778,329989666
6110049,768282666
4069451,838911567
4192319,368736879
2188809,969431917
3173104,866366436
2371918,914383738
1703797,332152566
12887605,852574574
14533130,899088908
15275548,776761761
1176651,879483738
2609606,702682182
4136938,913612399
1802663,333710399
2116238,947600365
21663767,784339339
4654979,817775253
3207103,846779968
1066220,877994088
7990688,932770555
925107,344121366
64769774,779526666
3074396,706092015
1206955,367434445
961999,335972486
3874866,886456856
1184231,365251088
5492709,836977797
4772893,901638836
3402580,393593935
2307899,333990669
6667930,836983188
9031177,906994993
10879747,845239678
2146136,367153567
5596752,816131818
883831,344060775
10827156,866868128
10549257,912969779
2118789,763039654
5565759,896711811
5208200,396685686
1777328,328158366
2486339,763567267
3302762,848406879
9004677,356777000
2798456,909823841
12555646,949682345
3185319,705179339
3601804,965089311
1711787,338625986
1614944,336190639
16140519,921857999
2508975,879882285
1997781,879288486
4012815,909107350
2538837,762781974
31650279,786000008
2139682,762658484
1152895,336260795
5466972,827061996
1198238,343257997
1177689,334458239
1272558,344136968
81698558,819926789
1536695,866054562
10274227,778090999
4654441,935363895
2628438,353316539
7805376,353740740
2265731,971864808
3476435,865369039
2157357,945377160
5387346,399967688
2308234,586592005
2677539,796263868
901939,336251174
886285,332034868
4070552,905086685
2142262,971695549
1647502,879591389
5275774,925776686
2920459,909884950
938245,343603966
1184231,336230281
2669825,773336239
5328620,797912000
4708048,333220290
961999,344132988
2753031,763741982
3775354,932345822
2726651,399678717
3302640,931433542
2629957,931810244
2416762,762788100
2485347,917366439
11407906,925541888
1235138,329766624
2759165,931418200
4309244,898315177
2101212,946086790
6851621,819299555
4757880,869639568
3044692,902771745
18396294,798272272
4744353,969218179
4545970,909371308
1878708,343633373
10129880,989387399
1703797,326382139
12152624,973957997
1047317,393246810
3971176,708109709
4472467,901739608
5489977,828797977
8802417,819391678
2051177,776261432
4187798,853156228
2081226,383033699
1972450,862941771
6489826,703336688
1955168,363042444
3065370,708084345
12461243,783816999
2880082,763710719
8178573,856898589
949180,332543639
12917549,373560000
2459319,762751851
2645191,706052014
13525836,898088900
5180785,981769161
5001225,931383168
979386,326946439
3200146,763577066
961999,377473299
11482154,986888272
7765455,784551999
3240901,795148889
6348551,819298698
2197862,943863705
3510560,862959293
2011732,763044377
101534955,868388666
3856769,983162224
15014362,763522522
1234910,877120779
10325117,922967666
5577916,349111100
1758106,332568739
10297431,842366668
10643359,888889130
997330,329552466
2022807,383370388
5302466,369846886
10764650,824817678
1772441,988240473
1688591,392162997
3625601,795713711
1483794,879488567
1833448,387712179
1603894,399255772
2136321,763516345
1958125,972200248
5319960,766949969
1181410,329428839
2541086,985987482
1093172,346517123
1152895,327850866
2223088,336016986
4861130,333968978
2883340,528981995
2690240,988907489
2273962,916514524
2345195,565102005
1711787,328635339
2207768,763522099
2021301,378626388
1984835,944784106
4430999,833196296
3346854,866270282
3322069,975020853
4579458,862676779
26141823,978968789
1809164,975447441
2232287,877117756
17302135,988882655
3923798,925102388
5354679,943594991
2939893,763581975
2215115,586912004
827780,334280490
4309244,889575139
4860062,933231981
12453659,357665888
1507949,335170839
53064951,898118881
15221603,828999986
1898674,986844974
1603894,327335399
2572082,935044663
822134,343350234
10123057,837868886
4905342,582344222
2168674,972795461
11605892,856555599
3091381,961664686
1454850,877334478
3874576,835678900
1999987,941792460
3652608,375877566
3695422,989171002
1603894,365295786
5246374,708780870
1808246,335850739
1864469,332958639
3333028,795616615
63467932,896661888
1756815,332777082
4600416,975854344
1253497,344208468
2511664,984291275
47186183,828579579
5982050,857586333
1711787,335296239
2607248,879611131
12342733,344697999
30014274,982228883
1491115,877116641
2230232,336000986
10190806,346982888
4642709,829113939
1647307,327758099
2726651,339167788
2854093,936558244
4322898,964082013
3968171,971568539
5755112,988859916
3025819,587091995
4090041,815833099
2035115,566732003
1564911,865041341
4339987,375377977
1451068,357205968
1913823,702764234
4052320,906112028
4692627,971982013
4130063,776191171
5726533,935688368
2970631,968352024
9642429,785660888
3152294,832345185
1547800,336271539
2894450,911426262
2090933,879929332
5272170,889487968
7133590,909498479
1495632,879933772
3991150,981710151
949132,336060490
2662094,945376996
4015339,972534236
2738570,938624680
6881360,763688366
2388077,362679686
1982925,343266646
2130041,984731626
818022,329221074
3896399,909178532
5069058,896667895
8859584,333964777
2951552,707001212
7056692,563888456
989321,334880286
10861046,832222898
6099985,773693555
4464959,968351997
2637237,903126445
1982020,762645012
878185,344170568
1928154,865254884
73821746,339556666
1148513,335463799
8077773,889789222
1603894,327382966
6302135,708986689
3311394,866290108
2212341,336655186
1084918,877004388
8025727,389999165
3519855,869835265
18063054,869979789
10956602,824034678
2061554,988665749
2077084,764266123
2206299,944732327
1634325,879217286
5786849,567668679
3463053,969303271
2792181,788504333
3903083,967372611
12287805,823987999
4257540,829051525
2470415,943978933
13404226,833384789
16639680,818222828
1090594,349700969
1123614,329120977
6693627,923109111
70883517,914752222
10928784,847932678
3535321,708017617
4508161,967702011
1105005,359814288
5348404,947989943
2125832,763508345
5173226,568877986
5897017,927319889
1937361,865719478
10930856,824471678
1815511,332870444
1930726,326786586
4052320,909172668
7251215,855383868
3694853,762688484
2766115,797220597
1427616,327177741
4442351,971808585
4594173,983955739
2255923,763684687
5111436,865082788
938245,334304366
4905126,823151818
1795981,342902018
2250486,796464540
1870135,335339236
2341971,949805268
3673713,917290957
1666158,327306739
2587734,762701975
1936695,762504704
4388562,915913338
2508975,879882287
3455379,388806556
4627892,909290496
4504161,395986869
9098478,818808800
5272761,888191003
4454589,868281299
3494797,862978069
803630,363420139
1031032,329045550
4921994,848842011
8853885,914818288
5632137,855680808
1353244,343419739
1273352,877010766
957834,344321118
10769538,867607789
2383080,847120378
36504063,523456780
2282915,943619880
1953533,862999418
2769852,903095404
1152895,327050385
4927973,523471982
45900002,335080808
5784502,926588000
2833371,796229977
2239188,945441288
5540725,767214666
74001751,845696666
69661371,898379837
2813618,941981911
19259690,856191191
1097489,877110302
2689988,948629336
3023063,855704123
1999865,944363014
4435112,936553779
9582116,817291678
3771336,983201080
5415558,815072015
3112087,908649955
3319995,865666364
2635997,934946168
2416202,335011978
9730002,848923999
1273352,877150985
2097118,762567467
6686974,819878555
4855026,779007978
1985819,328383989
4344173,909282726
1083000,343614668
869375,343205239
6505212,928627282
1148513,343685669
4958929,923078779
1711787,369523356
12965888,707797999
4864970,339122789
3153994,356506066
4985918,763188000
2103445,702688044
2884059,566686279
966091,332184399
2288095,799250493
5415558,817052011
820357,346150272
878185,357140395
966091,332374279
884982,399400383
3970089,382052013
1419765,332106039
2964543,888014140
4074680,971656635
1176829,877120685
1148513,334553866
5762955,829136886
4143481,862896796
3198664,904066088
6233606,705793777
2660273,795682382
4638066,925251965
2259778,946802213
6245557,389371777
1995962,964618419
8821654,899966896
2910513,778526876
3686225,825478686
1487642,877112237
4786398,866578679
3101360,934185266
7804387,866398366
925107,334121366
1215238,372698014
5055811,937566779
1603894,353273699
7282117,813776777
11323927,922414888
966091,344293686
2515079,342561993
12471777,858950950
1124283,353543739
2127612,918004773
5330683,928783837
4215610,969282687
5983436,816658000
1769433,867474913
2469617,972988284
1144023,334694879
62465721,988333338
2828313,366626005
3888596,913972014
1470907,362093696
1152895,397020239
3924425,913357528
4801892,911866060
1710419,383397227
803923,326450739
118656527,766607777
89810696,352179999
2918147,795725325
4692057,937821968
3832672,932053063
3749663,763637537
2969757,845994868
10846788,854964678
15137669,794069069
3456257,774458885
1814443,985487330
2836366,939847570
43985249,782224666
10187892,929111959
4523972,965933668
2241798,326306766
3387895,865767852
2780500,902878044
2317600,794991368
2430333,877111389
2543811,583471997
4226139,866711266
7827056,388981777
4400757,908150588
3905504,977613755
1935459,329275225
4224905,859585756
2534288,795754759
3787593,354949939
5615257,825376868
11470071,365026999
1316378,385457139
4457684,932531712
19699222,879287928
2188609,944316393
822134,343620686
14947191,889999368
2786823,926434383
17563138,852536536
27376943,899992015
19763685,363326999
10446771,836689678
888647,343000286
2085286,329577712
1349516,333746599
4554952,902111293
6086487,565310999
2795234,326658880
2495197,768523686
1184231,332181008
2027993,948041086
2147260,763715012
4811553,869379661
7186368,773939997
2532838,903174488
4854805,921727393
2811848,762700708
17089699,855555791
9683442,855807678
3818608,989908517
1961593,877109799
9866273,888887572
3423775,868941985
6553035,774313678
4035326,902932677
2511523,916454939
20401502,788885789
2858878,905795466
4008622,926325166
3450628,922480266
8488867,776809666
10952357,829084678
3375713,985383902
2338455,326592221
2563635,936606484
51718575,934778778
2344329,762515015
4412236,708083783
12508068,922873999
5996508,835279333
3365038,868690602
4263834,337699668
2069446,967435986
2064361,799142742
2171845,763672072
4579622,708088266
4741132,937882855
1487642,877153322
4295045,777363698
957472,346670001
5758415,901108118
26873218,338333833
3877011,932736353
4587768,969629363
764326842,377345678
821643,329240179
4052320,907680286
1626159,866200994
5871917,899681983
3620939,796365889
4005117,909572375
20208108,927725776
14779061,867686896
3878708,795384555
71771829,973851999
4267365,961083616
3424061,972568152
12276780,868638998
827780,343280907
1344570,332368488
2171845,763022766
2619445,528952003
12049874,349337999
7151032,828038686
2714017,329954994
2320812,946810826
2641457,948987567
5212180,848122013
1913528,974568854
3299964,938740770
4001560,906541974
2743285,934533439
2324056,879285552
13180848,395360000
2171912,702635151
5814410,843986886
56786419,852686686
2578268,795719012
1477246,879486938
3045493,762661962
4004779,856116801
2470415,943869191
3993920,981010398
2246939,795747749
4004294,984390299
1842027,328567968
6134463,866161615
1087490,359173488
2859528,705220223
16656865,789332332
2160672,981497956
4121155,911956639
1451068,379302382
1647165,862902489
9078590,702350888
1843960,366828339
822134,332640566
2191873,708074874
1857466,975920694
966091,332843799
5795807,702995599
2021461,329759139
2213112,762566011
2128416,329612444
2020009,327377721
4647412,945924959
3488075,795688600
961999,343852466
820492,344280972
3042808,904789911
2336696,984021003
6957206,782952345
18825990,792888884
10430736,333382969
30768718,963906390
992762,334246266
3092250,356191181
2032949,982676499
1625883,362138086
4165913,995332005
4196957,911812299
15022922,939913319
1973326,983469178
2358246,763556123
966091,369324234
1782371,877338852
4206783,865078786
1941204,961405722
2376925,789120693
6381259,889798082
1338360,356789430
1321364,358057345
5203279,931491444
971050,329474878
4146504,986363279
7329279,912199369
929238,328411196
4464494,763888017
1862349,327968896
2130222,772840099
2996065,939772164
2927495,819840123
4074593,927082679
925107,372941345
4306690,938263268
1862213,969840722
6704572,346674666
2538776,904786432
1703797,369153253
1491898,343651971
12248345,379322888
12189840,819450000
3323860,927124679
130497535,988363999
4504378,976608981
5150102,888952129
2099627,799144566
1774575,392006068
4552731,967532007
1595905,336172239
1547800,328751599
4955648,776698689
1406355,879821286
6556872,377205666
1837072,971460885
1144431,334227770
822134,343280785
5365843,988382017
1774971,862944669
1746538,877108966
26401970,919257979
4007434,909679365
8356115,969929272
5323520,328882368
2155899,335277763
2924793,898309240
3275051,981062569
3219526,966954339
5832057,862228998
886020,342605679
1526753,334449788
27629421,987777577
3516697,972130961
12895330,777777904
1907664,866334386
2144365,946170590
4311884,868117736
2360321,563141989
9793257,389838989
4234123,936821812
1817996,964004048
6288895,787272666
6934854,816389777
2988783,936475289
820492,327141081
4873057,786337879
1104336,879882456
1582017,332095699
6321693,927272786
2628743,963945767
1213512,332360988
10566399,776775999
3561942,399111696
3746359,879488598
3798590,973819576
2263878,945592110
943494,383642639
3798795,566789389
1354515,336261273
2617259,985544460
5545272,888932369
1442664,346019567
7378575,996931987
69086141,981615615
1213512,332900689
1376940,877109488
57100324,929130130
6662007,921802777
21692939,797626626
1152895,386270668
822134,334240976
1584139,334162018
943591,343192139
4622545,911233232
2358246,763526126
2786781,328662015
2331141,915131544
3004596,898981414
2518730,763641962
3659314,568353668
5039767,926559579
1603894,329755988
11042259,966386698
5353757,815278989
27003589,854606606
38123619,889818898
2991849,762691966
6315389,785399939
1526521,342948179
7517103,342733335
92733043,366337777
2065509,962202594
1841819,974801086
10933162,365834999
2111350,985141787
4153279,919003667
3265321,824563579
5889061,923091978
3081673,926514868
1214146,396600112
1128577,336247239
2613857,919545544
901939,335241276
4539213,815020282
2556292,947887219
3996811,879930989
2570733,333075889
2470114,944084889
15652591,766525525
4866212,963387179
1670016,327318739
966986,354916088
5060037,779563222
1829130,333127566
2464893,705982682
2146454,969926488
4067745,815125969
10371870,858594999
2909066,909532824
1611879,865446630
5549015,946673663
6950732,818289368
91415957,965212121
19312580,562939939
7161086,939681789
4814945,765696869
827452,346001221
1950547,398721722
10947138,822014678
4292707,783637968
3194265,795711978
2059509,799054654
2475355,762522022
3322759,329649799
2205958,948953247
3125927,931871456
1169468,352670505
10481487,928253666
2517078,386306539
1123614,352160107
10733628,858964678
1686061,867000643
10767530,843726999
2992795,778522833
878185,343310374
984618,374552386
11803829,797565678
2547421,942355065
4539925,833558655
2308795,865619684
1167422,333615445
3973834,926655955
8666890,764185888
3534514,568191991
5273839,566486668
11764559,766661389
2069369,878507979
2069599,763014019
4476401,907141992
10900793,829437678
2895279,901537345
2298273,702655199
4444214,866910799
9926379,926450666
3929610,785478555
2036198,961624855
1152895,332290706
2634102,941763272
3090575,386691995
1123614,336201275
63345112,986264666
2214051,878515171
2273721,389311773
6616274,818539777
1566982,877152199
17581416,889386668
4590019,909620702
853955,334140539
4892194,987772022
1032694,342805088
2268180,327289266
3058958,886413961
4461232,922737476
3797311,777070202
12496778,848899997
4803222,927937866
1735613,982494560
2098909,962994113
2792347,762633622
1711787,339232668
2267204,941593747
2379679,983349464
4750207,834578777
988710,335645286
3929191,765437555
2571693,975412373
1365129,354816989
4692627,972302011
5771687,703059555
4793711,859335839
1021879,343441339
8222626,867188328
2158269,941472978
4959836,824387878
2292396,335811788
878185,344130614
4427794,339838983
3237784,922743179
2393568,702717317
3552022,946042005
4001284,328602011
821805,374120296
70112390,763456666
943486,326452139
4951395,847772013
883831,336030794
2054226,987353794
2547777,382652017
2021729,974792378
883831,335090714
55683535,964050505
1195848,329439286
2599067,357768199
2240498,942110193
1941924,866204588
4028928,909173513
2283278,799036262
7099739,793886986
3009940,889724106
4349746,912668813
11660946,825560999
2358246,763652651
3712488,961550856
4980893,778000234
2193129,763617474
4860352,888161225
1149652,343877227
4532297,865369676
983725,327933347
2194267,794834768
2033703,971958747
1874685,862954669
10733628,848654678
55766175,917888000
2810989,795622121
2170272,946955760
12155701,373752999
3192566,702062011
21209870,779585858
88974016,973332222
2792347,763722121
4516618,902702112
72099931,774319999
1831478,982451093
12898345,357233233
2817577,762667967
1899083,764160234
3383574,763608308
2383027,865055584
2366661,866458798
1087490,334544166
2047873,974266259
3144881,921084568
4595260,905073838
1007320,329674899
5309425,865777873
2743810,762722577
5710900,899647399
3765406,866196782
3150922,338795399
2239710,943990404
3849439,977123663
5111865,862889486
12190205,925310999
1416679,334437339
4099052,938737210
10492330,348993888
3970356,919297700
1470907,362093883
9036075,926792979
11015972,702097999
4074593,926116007
1219156,325427667
13205131,793971999
10577311,846396678
966091,325434641
3865645,981127297
6073404,707767679
4035326,909270663
882194,343082186
1566982,877112969
2032329,763729494
1265027,333047669
12878674,987777962
4606833,971139663
3066296,814009333
2734304,708152151
2825392,762666411
2218406,988604890
1728738,327527639
1091049,333645386
1938486,333128266
2911951,762644500
1123614,327191103
1259291,333117439
1757678,386139239
938245,343065689
3406733,862230320
3564408,903489878
2020262,762625425
3542301,961592626
2354597,967776742
86674761,833676666
6172977,858548686
4160844,566595939
3781388,862922178
9807012,769180999
3689795,972682022
4427651,907627292
2556161,795666400
3859289,938606050
888647,328630004
2472110,948544959
1142874,343037139
1507949,375960168
883831,335180804
3506333,383779955
5012656,813779339
3720691,982683599
3124527,708088344
9805098,812807678
10867319,853084678
6932569,832182000
2126639,795652654
2620292,762788766
9826245,818886166
9296332,978825898
2617031,772361868
6072732,936877879
2723469,847640456
5289098,898071618
3219576,974438486
2739074,388176739
4659280,931766997
5827485,865589668
2084057,702659654
914140,326906446
181846154,948706666
11117651,922547888
2918685,523891983
4848863,911796579
956346,334100803
4169292,786660550
2333392,877177710
1277009,879610669
2146136,373115653
3659864,912557768
18465786,929098979
1921695,971986940
2206942,342846444
2439990,762581181
2059796,774100234
1184231,336291203
1595905,327952188
18588634,888969000
2058083,971674891
1477698,334642456
2455943,327767776
2567983,946775868
2029814,947040941
3185033,866002321
7473951,374710710
2567132,399555168
1123614,328190791
3915272,813541555
2708726,904728724
1456394,332546556
3837536,972866189
14335925,853036888
1950601,981747892
13749076,825508999
3149682,865220689
2115107,708145149
